Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Value,CLTV,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
69,Offer A,Yes,49.35,Yes,Fiber Optic,30,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,97.65,6743.55,0.0,0,3405.15,10148.7,3,0,5709,Male,41,No,No,No,No,0
5,Offer E,Yes,29.74,Yes,Fiber Optic,42,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,82.75,417.75,0.0,0,148.7,566.45,4,0,5269,Female,21,Yes,No,No,No,0
71,Offer A,Yes,24.72,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1725.4,0.0,0,1755.12,3480.52,5,0,4412,Female,19,Yes,No,Yes,No,0
29,Offer B,Yes,39.35,Yes,DSL,69,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,55.25,1620.2,0.0,0,1141.15,2761.35,4,0,5481,Female,28,Yes,No,No,No,0
52,Offer B,Yes,44.65,Yes,Cable,3,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.35,3169.55,0.0,0,2321.8,5491.35,3,0,4729,Male,39,No,No,Yes,No,0
68,Offer A,Yes,20.29,Yes,DSL,29,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,76.75,5233.25,0.0,0,1379.72,6612.97,4,0,5395,Male,40,No,No,No,No,0
46,Offer B,Yes,47.5,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,967.85,0.0,0,2185.0,3152.85,4,0,2320,Female,61,No,No,Yes,Yes,1
8,Offer B,Yes,30.53,No,DSL,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,438.05,0.0,0,244.24,682.29,5,0,5317,Male,63,No,No,No,No,0
72,Offer A,Yes,27.97,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1421.9,0.0,0,2013.84,3435.74,3,0,6436,Male,23,Yes,No,Yes,No,0
17,Offer B,Yes,25.62,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,323.15,0.0,0,435.54,758.69,4,0,2093,Female,38,No,No,No,No,0
3,Offer E,Yes,12.66,No,Fiber Optic,28,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,107.95,318.6,0.0,0,37.98,356.58,3,0,5653,Male,42,No,No,No,No,0
51,Offer B,No,0.0,No,DSL,24,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,56.4,2928.5,0.0,0,0.0,2928.5,4,0,4380,Female,52,No,No,No,No,0
6,Offer E,Yes,25.05,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.1,100.35,0.0,0,150.3,250.65,4,0,5874,Female,52,No,No,Yes,Yes,1
3,Offer B,Yes,2.97,Yes,Fiber Optic,7,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.9,273.2,0.0,0,8.91,282.11,5,0,2330,Female,51,No,No,Yes,No,0
30,Offer B,Yes,5.56,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0.0,100,166.8,1708.75,4,0,3712,Male,62,No,No,Yes,No,0
31,Offer B,Yes,6.4,Yes,Cable,24,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,2168.15,0.0,0,198.4,2366.55,4,0,4443,Male,39,No,No,No,No,0
45,Offer B,Yes,37.39,No,DSL,30,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,81.65,3618.7,0.0,0,1682.55,5301.25,3,0,5937,Female,57,No,No,No,No,0
64,Offer B,Yes,13.8,Yes,Fiber Optic,48,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,89.45,5692.65,0.0,0,883.2,6575.849999999999,3,0,5519,Male,30,No,No,Yes,No,0
1,Offer B,Yes,5.02,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.05,19.05,0.0,0,5.02,24.07,4,0,5279,Male,46,No,No,No,No,0
72,Offer A,Yes,24.95,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0.0,0,1796.4,9896.95,3,0,4700,Male,51,No,No,Yes,Yes,1
7,Offer B,Yes,31.43,No,DSL,24,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,44.25,313.45,0.0,0,220.01,533.46,5,0,5014,Female,61,No,No,Yes,No,0
66,Offer A,Yes,11.72,Yes,Fiber Optic,20,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,90.55,6130.95,0.0,0,773.5200000000001,6904.47,5,0,4958,Female,43,No,No,Yes,No,0
40,Offer B,Yes,1.89,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.4,745.3,0.0,0,75.6,820.9,3,0,5918,Male,61,No,No,Yes,Yes,1
16,Offer B,Yes,25.71,Yes,DSL,48,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,71.4,1212.1,0.0,0,411.36,1623.46,5,0,3360,Male,24,Yes,No,No,No,0
67,Offer A,Yes,3.28,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.85,1583.5,0.0,0,219.76,1803.26,4,0,4833,Male,19,Yes,No,Yes,No,0
41,Offer B,Yes,9.85,No,Fiber Optic,14,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.45,4162.05,0.0,0,403.85,4565.900000000001,3,0,2719,Female,45,No,No,Yes,No,0
56,Offer B,Yes,48.56,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.8,1119.9,0.0,0,2719.36,3839.26,3,0,4681,Female,58,No,No,Yes,Yes,1
72,Offer A,Yes,48.52,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116.45,8013.55,0.0,90,3493.44,11596.99,4,0,5567,Female,25,Yes,No,No,No,0
54,Offer B,Yes,32.72,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1102.4,0.0,0,1766.88,2869.28,5,0,4212,Female,58,No,No,Yes,No,0
50,Offer B,Yes,29.8,No,Fiber Optic,26,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.7,4304.5,0.0,0,1490.0,5794.5,4,0,5306,Female,63,No,No,No,No,0
27,Offer B,Yes,9.01,No,DSL,5,Yes,No,No,No,No,No,No,Yes,One Year,No,Credit Card,48.7,1421.75,0.0,0,243.27,1665.02,3,0,3560,Male,33,No,No,Yes,No,0
62,Offer B,Yes,38.33,No,Cable,30,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,74.3,4698.05,0.0,0,2376.46,7074.51,4,0,5974,Male,56,No,No,No,No,0
12,Offer D,Yes,37.63,No,DSL,26,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,54.3,654.5,0.0,130,451.5600000000001,1236.06,3,0,3854,Female,59,No,No,No,No,0
54,Offer B,Yes,46.7,No,Fiber Optic,75,No,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,79.95,4362.05,0.0,0,2521.8,6883.85,3,0,4387,Male,31,No,No,Yes,Yes,8
68,Offer A,Yes,2.83,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.05,1386.9,0.0,0,192.44,1579.34,4,0,5740,Female,49,No,No,No,No,0
20,Offer D,Yes,31.02,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.4,415.4,0.0,0,620.4,1035.8,3,0,4958,Male,20,Yes,No,No,No,0
50,Offer B,Yes,10.33,Yes,DSL,6,No,No,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,54.9,2614.1,0.0,0,516.5,3130.6,4,0,4322,Male,46,No,No,Yes,No,0
58,Offer B,Yes,2.38,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1513.6,0.0,0,138.04,1651.64,4,0,6490,Male,42,No,No,No,No,0
35,Offer B,Yes,48.08,Yes,Fiber Optic,53,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.65,3161.6,0.0,40,1682.8,4884.4,3,0,2622,Male,41,No,No,Yes,Yes,3
2,Offer B,Yes,10.81,No,Cable,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.4,80.95,0.0,0,21.62,102.57,3,0,4964,Female,31,No,No,No,No,0
63,Offer B,Yes,12.15,Yes,DSL,21,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,75.7,4676.7,0.0,0,765.45,5442.15,3,0,5113,Male,35,No,No,Yes,No,0
58,Offer B,Yes,37.95,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110.65,6526.65,0.0,0,2201.1,8727.75,3,0,4761,Female,35,No,No,Yes,No,0
27,Offer B,Yes,20.96,No,DSL,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.55,583.3,0.0,0,565.9200000000001,1149.22,4,0,2269,Female,37,No,No,Yes,No,0
71,Offer A,Yes,9.44,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.15,8078.1,0.0,0,670.24,8748.34,3,0,4144,Female,57,No,No,Yes,No,0
63,Offer B,Yes,27.38,No,DSL,9,No,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,58.55,3503.5,0.0,0,1724.94,5228.44,3,0,6312,Female,35,No,No,No,No,0
71,Offer A,Yes,26.56,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,93.25,6669.45,0.0,90,1885.76,8645.21,4,0,6035,Male,40,No,No,Yes,No,0
68,Offer A,Yes,46.61,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.35,1292.65,0.0,0,3169.48,4462.13,4,0,6303,Female,51,No,No,Yes,Yes,1
1,Offer B,Yes,26.26,No,DSL,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,48.75,48.75,0.0,0,26.26,75.01,4,0,5068,Male,32,No,No,Yes,Yes,2
28,Offer B,Yes,3.25,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,54.9,1505.15,0.0,0,91.0,1596.15,3,0,2885,Female,37,No,No,No,No,0
72,Offer A,Yes,47.69,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,1859.1,0.0,0,3433.68,5292.78,4,0,4185,Male,54,No,No,Yes,Yes,2
2,Offer B,Yes,46.78,No,Fiber Optic,12,Yes,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.15,168.5,0.0,10,93.56,272.06,3,0,2686,Female,36,No,No,No,No,0
68,Offer A,Yes,38.38,Yes,DSL,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,92.2,6392.85,0.0,0,2609.84,9002.69,3,0,4451,Male,39,No,No,Yes,No,0
57,Offer B,Yes,23.28,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,1134.25,0.0,0,1326.96,2461.21,4,0,6064,Female,54,No,No,Yes,No,0
54,Offer B,No,0.0,No,Cable,9,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,30.4,1621.35,0.0,0,0.0,1621.35,4,0,4778,Male,45,No,No,Yes,No,0
44,Offer B,Yes,44.87,No,Cable,20,Yes,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card,61.5,2722.2,0.0,150,1974.28,4846.48,3,0,2059,Female,60,No,No,Yes,No,0
42,Offer B,Yes,16.67,Yes,Cable,17,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.4,3058.3,0.0,0,700.1400000000001,3758.440000000001,3,0,4701,Male,64,No,No,Yes,Yes,1
72,Offer A,Yes,35.33,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,24.75,1769.6,0.0,0,2543.76,4313.36,3,0,6232,Male,27,Yes,No,Yes,Yes,1
71,Offer A,Yes,9.5,Yes,Cable,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,91.05,6293.75,0.0,0,674.5,6968.25,3,0,4644,Female,26,Yes,No,Yes,No,0
23,Offer D,Yes,14.53,Yes,Cable,48,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,73.65,1642.75,0.0,0,334.19,1976.94,5,0,2590,Female,20,Yes,No,Yes,No,0
30,Offer B,Yes,9.27,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,578.5,0.0,0,278.1,856.5999999999999,3,0,3986,Female,35,No,No,No,No,0
35,Offer B,Yes,49.13,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,26.2,954.9,0.0,0,1719.55,2674.45,3,0,4419,Male,40,No,No,No,No,0
1,Offer B,Yes,15.9,No,Cable,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,43.85,43.85,0.0,10,15.9,69.75,4,0,5913,Male,54,No,No,No,No,0
22,Offer D,Yes,15.77,No,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.7,1490.4,0.0,0,346.94,1837.34,3,0,4838,Male,22,Yes,No,No,No,0
7,Offer B,No,0.0,No,Cable,58,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,38.55,280.0,0.0,0,0.0,280.0,4,0,3345,Male,26,Yes,No,Yes,No,0
36,Offer B,No,0.0,No,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,53.1,1901.25,0.0,0,0.0,1901.25,3,0,2751,Female,46,No,No,No,No,0
34,Offer B,Yes,9.66,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.65,716.4,0.0,0,328.44,1044.84,3,0,5099,Female,39,No,No,Yes,Yes,1
72,Offer A,Yes,32.67,Yes,Cable,48,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,64.45,4720.0,0.0,0,2352.24,7072.24,3,0,6330,Male,25,Yes,No,Yes,No,0
36,Offer B,Yes,34.79,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,25.1,930.95,0.0,0,1252.44,2183.39,3,0,3040,Male,48,No,No,Yes,Yes,1
71,Offer A,Yes,34.53,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0.0,0,2451.63,9222.48,3,0,5647,Female,35,No,No,Yes,Yes,1
17,Offer D,Yes,28.83,No,Fiber Optic,5,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,96.65,1588.25,0.0,0,490.11,2078.36,5,0,5228,Male,33,No,No,Yes,No,0
1,Offer B,Yes,5.63,No,Cable,52,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,75.5,0.0,0,5.63,81.13,5,0,2954,Male,26,Yes,No,No,No,0
12,Offer D,Yes,4.71,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,258.35,0.0,0,56.52,314.87,4,0,5104,Male,44,No,No,Yes,Yes,3
72,Offer A,Yes,43.91,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,1502.25,0.0,0,3161.52,4663.77,4,0,6302,Female,51,No,No,Yes,No,0
1,Offer B,Yes,35.88,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.2,19.2,0.0,0,35.88,55.08,3,0,4629,Male,33,No,No,No,No,0
60,Offer B,Yes,38.44,Yes,Fiber Optic,57,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.35,4453.3,0.0,0,2306.4,6759.7,5,0,5100,Male,50,No,No,Yes,Yes,4
61,Offer B,No,0.0,No,DSL,17,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,51.35,3244.4,0.0,0,0.0,3244.4,3,0,4159,Female,38,No,No,Yes,No,0
6,Offer E,Yes,5.69,No,DSL,27,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,45.65,323.45,0.0,0,34.14,357.59,4,0,4227,Female,27,Yes,No,Yes,No,0
72,Offer A,Yes,27.16,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.3,1401.15,0.0,0,1955.52,3356.67,3,0,5265,Male,29,Yes,No,Yes,Yes,1
32,Offer B,Yes,32.02,Yes,DSL,3,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,54.2,1739.6,0.0,0,1024.64,2764.24,5,0,4454,Female,42,No,No,No,No,0
65,Offer B,Yes,19.84,Yes,Fiber Optic,2,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.65,5931.0,0.0,110,1289.6,7330.6,5,0,6358,Male,52,No,No,Yes,No,0
45,Offer B,No,0.0,No,DSL,18,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.9,2333.85,0.0,0,0.0,2333.85,3,0,3937,Female,54,No,No,Yes,Yes,2
42,Offer B,Yes,27.64,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.05,949.85,0.0,0,1160.88,2110.73,5,0,3756,Male,20,Yes,No,No,No,0
8,Offer E,Yes,11.58,Yes,Fiber Optic,7,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.85,572.45,0.0,0,92.64,665.09,4,0,5514,Male,64,No,No,No,No,0
32,Offer B,Yes,16.94,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.5,696.8,0.0,0,542.08,1238.88,4,0,3114,Male,38,No,No,No,Yes,2
1,Offer E,Yes,46.23,No,DSL,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47.95,47.95,0.0,0,46.23,94.18,4,0,5092,Male,33,No,No,No,No,0
1,Offer E,Yes,40.63,No,DSL,52,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,45.0,45.0,0.0,10,40.63,95.63,5,0,5669,Female,25,Yes,No,Yes,No,0
4,Offer E,Yes,9.75,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,25.3,116.95,0.0,0,39.0,155.95,3,0,3808,Female,24,Yes,No,No,No,0
56,Offer B,Yes,21.21,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.3,1261.7,0.0,0,1187.76,2449.46,5,0,5052,Female,23,Yes,No,Yes,No,0
45,Offer B,Yes,10.36,No,DSL,6,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,75.95,3273.8,0.0,0,466.2,3740.0,4,0,2185,Male,61,No,No,No,No,0
71,Offer B,Yes,22.36,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.7,1415.85,0.0,0,1587.56,3003.41,3,0,5921,Female,22,Yes,No,Yes,Yes,2
59,Offer B,Yes,16.06,No,DSL,4,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,66.4,3958.2,0.0,0,947.54,4905.74,3,0,6432,Male,49,No,No,Yes,No,0
69,Offer B,No,0.0,No,DSL,19,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,35.75,2492.25,0.0,150,0.0,2642.25,5,0,4043,Male,37,No,No,No,No,0
19,Offer D,Yes,17.17,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,18.8,279.2,0.0,0,326.23,605.4300000000001,3,0,2916,Male,62,No,No,No,No,0
55,Offer B,Yes,27.75,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.4,1083.0,0.0,0,1526.25,2609.25,5,0,5366,Female,24,Yes,No,Yes,Yes,2
38,Offer B,Yes,32.63,No,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,19.3,755.5,0.0,0,1239.94,1995.44,5,0,4705,Female,48,No,No,No,No,0
46,Offer B,Yes,14.91,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,Yes,Mailed Check,20.1,936.85,0.0,0,685.86,1622.71,5,0,3392,Male,35,No,No,Yes,Yes,2
65,Offer B,Yes,34.31,No,DSL,71,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,58.9,3857.1,0.0,0,2230.15,6087.25,4,0,5657,Female,22,Yes,No,Yes,No,0
71,Offer B,Yes,11.3,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,19.45,1378.45,0.0,0,802.3000000000001,2180.75,4,0,5497,Male,21,Yes,No,Yes,Yes,3
6,Offer B,Yes,47.29,Yes,DSL,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,25.1,171.0,0.0,0,283.74,454.74,4,0,5161,Male,37,No,No,Yes,No,0
64,Offer B,Yes,13.95,Yes,Fiber Optic,11,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.4,6721.6,0.0,0,892.8,7614.400000000001,4,0,5133,Female,42,No,No,Yes,Yes,2
1,Offer E,Yes,30.73,No,Cable,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.05,44.05,0.0,0,30.73,74.78,5,0,5925,Male,49,No,No,No,No,0
72,Offer B,Yes,19.64,Yes,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.1,1734.65,0.0,0,1414.08,3148.73,4,0,4264,Male,48,No,No,Yes,Yes,1
1,Offer E,Yes,16.34,No,DSL,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,45.55,45.55,0.0,0,16.34,61.89,4,0,3173,Male,50,No,No,No,No,0
51,Offer B,Yes,27.23,Yes,Fiber Optic,75,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4539.35,0.0,0,1388.73,5928.08,3,0,5457,Female,41,No,No,Yes,Yes,3
41,Offer B,Yes,23.95,No,DSL,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,804.25,0.0,0,981.95,1786.2,3,0,2902,Female,45,No,No,Yes,Yes,1
72,Offer B,Yes,43.12,No,Cable,22,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,Yes,Credit Card,70.65,5011.15,0.0,0,3104.64,8115.789999999999,3,0,5176,Female,59,No,No,Yes,No,0
43,Offer B,Yes,21.08,Yes,Cable,14,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,86.45,3574.5,0.0,0,906.44,4480.94,4,0,3110,Female,64,No,No,Yes,No,0
72,Offer B,Yes,23.27,Yes,Fiber Optic,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.1,8086.4,0.0,0,1675.44,9761.84,3,0,4965,Male,64,No,No,Yes,No,0
47,Offer B,Yes,20.93,Yes,Fiber Optic,85,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,95.2,4563.0,0.0,80,983.71,5626.71,5,0,4977,Male,21,Yes,No,Yes,No,0
72,Offer B,Yes,46.1,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,88.55,6362.35,0.0,0,3319.2,9681.55,4,0,6468,Male,61,No,No,No,No,0
3,Offer E,Yes,16.39,No,DSL,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.75,67.1,0.0,0,49.17,116.27,5,0,2406,Male,23,Yes,No,No,No,0
26,Offer B,No,0.0,No,DSL,6,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.65,1156.55,0.0,0,0.0,1156.55,4,0,4512,Male,39,No,No,No,No,0
29,Offer B,Yes,1.41,No,DSL,73,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,60.2,1834.15,0.0,0,40.89,1875.04,3,0,5517,Male,28,Yes,No,Yes,Yes,3
27,Offer B,Yes,20.29,No,DSL,21,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45,1477.65,0.0,0,547.8299999999999,2025.48,3,0,3616,Male,50,No,No,No,No,0
24,Offer B,Yes,44.57,No,Cable,26,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,70.3,1706.45,0.0,0,1069.68,2776.13,3,0,3359,Male,30,No,No,Yes,Yes,2
67,Offer B,Yes,21.17,No,Cable,13,Yes,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,60.4,3953.7,0.0,40,1418.39,5412.09,3,0,5356,Male,60,No,No,Yes,No,0
23,Offer D,Yes,9.04,No,DSL,8,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.8,1327.85,0.0,0,207.92,1535.77,3,0,2499,Female,55,No,No,No,No,0
14,Offer D,No,0.0,No,Cable,12,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,31.1,419.7,0.0,0,0.0,419.7,5,0,3448,Male,63,No,No,No,No,0
16,Offer D,Yes,13.99,Yes,DSL,18,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.1,1083.7,0.0,0,223.84,1307.54,4,0,5172,Male,46,No,No,No,Yes,2
46,Offer B,No,0.0,No,DSL,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,43.95,2007.85,0.0,0,0.0,2007.85,3,0,4818,Female,47,No,No,Yes,No,0
68,Offer B,Yes,11.5,Yes,DSL,29,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.5,5882.75,0.0,0,782.0,6664.75,4,0,4280,Male,62,No,No,No,No,0
38,Offer B,Yes,28.0,Yes,DSL,22,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69.95,2657.55,0.0,90,1064.0,3811.55,3,0,5858,Male,51,No,No,No,No,0
17,Offer D,Yes,34.98,No,Fiber Optic,21,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,90.95,1612.2,0.0,0,594.66,2206.86,5,0,5687,Male,49,No,No,No,No,0
